epoch,dice_score,loss,val_dice_score,val_loss,fold
0,0.33984184,0.6601581454277039,0.34587905,0.6541209556162357,3
1,0.3449828,0.6550171852111817,0.3524299,0.6475701108574867,3
2,0.35046193,0.6495380818843841,0.36314595,0.6368540599942207,3
3,0.36979303,0.6302069544792175,0.37922752,0.6207724548876286,3
4,0.38422802,0.6157719850540161,0.39922184,0.6007781252264977,3
5,0.4089695,0.5910304486751556,0.42291802,0.5770819894969463,3
6,0.4311903,0.5688096880912781,0.44647318,0.5535268262028694,3
7,0.45437545,0.5456244707107544,0.4682251,0.5317748971283436,3
8,0.47886676,0.5211332678794861,0.48646238,0.5135376341640949,3
9,0.49948534,0.5005146145820618,0.50204927,0.4979506991803646,3
10,0.5137544,0.48624554872512815,0.5119131,0.4880869425833225,3
11,0.525,0.4750000536441803,0.52468604,0.4753139317035675,3
12,0.53894436,0.4610555827617645,0.5377903,0.4622097536921501,3
13,0.5238448,0.4761552572250366,0.54709023,0.45290976390242577,3
14,0.5518006,0.4481994092464447,0.5526033,0.4473966434597969,3
15,0.56520975,0.4347902417182922,0.5607696,0.4392303414642811,3
16,0.5846168,0.4153832197189331,0.57002497,0.4299750067293644,3
17,0.6150656,0.3849343955516815,0.5687327,0.4312674179673195,3
18,0.62381005,0.3761898994445801,0.57946765,0.42053232714533806,3
19,0.5990315,0.40096849799156187,0.5913273,0.4086727015674114,3
20,0.6191567,0.38084331154823303,0.6072769,0.39272309839725494,3
21,0.58324486,0.4167551100254059,0.58681405,0.4131860211491585,3
22,0.59760004,0.4023999810218811,0.61999243,0.3800075016915798,3
23,0.7003966,0.29960344433784486,0.6309452,0.3690548203885555,3
24,0.6457568,0.3542432487010956,0.626855,0.3731449879705906,3
25,0.6436089,0.35639106035232543,0.6203469,0.37965309619903564,3
26,0.64791363,0.35208638906478884,0.62991124,0.3700888082385063,3
27,0.66233957,0.33766038417816163,0.63505757,0.3649424724280834,3
28,0.6300101,0.3699898302555084,0.6442828,0.35571715235710144,3
29,0.6420268,0.35797318816185,0.63072747,0.36927254125475883,3
30,0.6974777,0.3025223433971405,0.6525618,0.34743814915418625,3
31,0.69573987,0.3042601704597473,0.6541506,0.3458494022488594,3
32,0.66566753,0.33433247804641725,0.66478556,0.33521436899900436,3
33,0.6514037,0.34859625101089475,0.6683666,0.33163339272141457,3
34,0.69074863,0.3092513680458069,0.6702434,0.32975662127137184,3
35,0.67747176,0.3225282490253448,0.6650718,0.3349281884729862,3
36,0.5804205,0.4195794701576233,0.6720532,0.3279467858374119,3
37,0.6915986,0.30840139985084536,0.6724994,0.3275005407631397,3
38,0.66614926,0.3338507294654846,0.6541763,0.3458237275481224,3
39,0.7479793,0.2520207464694977,0.67070705,0.3292929381132126,3
40,0.6977733,0.30222675800323484,0.67811,0.3218899480998516,3
41,0.72735226,0.2726476967334747,0.6680682,0.33193182945251465,3
42,0.7323386,0.26766136288642883,0.68030936,0.31969059258699417,3
43,0.698086,0.30191399455070494,0.68249035,0.3175096698105335,3
44,0.6927499,0.3072499930858612,0.67925364,0.32074642553925514,3
45,0.6968422,0.30315778255462644,0.67176723,0.3282327502965927,3
46,0.6917633,0.3082367479801178,0.6780745,0.32192543521523476,3
47,0.7562084,0.24379159808158873,0.6773258,0.3226741850376129,3
48,0.70047104,0.2995289623737335,0.68562454,0.3143754377961159,3
49,0.71860015,0.2813998878002167,0.6711527,0.32884731888771057,3
50,0.71762246,0.28237751722335813,0.69345224,0.30654773488640785,3
51,0.72208,0.27791998386383054,0.69698787,0.3030121959745884,3
52,0.7579234,0.242076575756073,0.6957015,0.3042985834181309,3
53,0.7322173,0.2677826642990112,0.6980884,0.3019115701317787,3
54,0.7430247,0.25697522759437563,0.68414,0.31585997715592384,3
55,0.7687989,0.2312011182308197,0.6926372,0.30736276507377625,3
56,0.6989966,0.3010033905506134,0.7038629,0.29613716155290604,3
57,0.7208358,0.27916417717933656,0.69973844,0.3002615459263325,3
58,0.7059979,0.29400213360786437,0.703469,0.29653100669384,3
59,0.7536778,0.2463221788406372,0.68380386,0.3161961957812309,3
60,0.7506954,0.24930461049079894,0.69696504,0.3030349686741829,3
61,0.74289334,0.2571066379547119,0.6794203,0.32057973742485046,3
62,0.68162143,0.31837862730026245,0.7004188,0.29958128556609154,3
63,0.72712755,0.2728724181652069,0.70134765,0.29865236207842827,3
64,0.7136899,0.2863100230693817,0.69427305,0.3057269714772701,3
65,0.7001376,0.299862402677536,0.6953073,0.3046926446259022,3
66,0.72651225,0.2734877526760101,0.71455675,0.28544335812330246,3
67,0.738141,0.2618589997291565,0.7164949,0.2835051156580448,3
68,0.7111456,0.28885438442230227,0.7110882,0.288911834359169,3
69,0.7598414,0.24015856981277467,0.6982474,0.30175260454416275,3
70,0.7564723,0.24352774024009705,0.7233654,0.27663447707891464,3
71,0.79981333,0.20018669962882996,0.7056302,0.2943698279559612,3
72,0.7417054,0.2582945764064789,0.7191106,0.2808893099427223,3
73,0.71575326,0.2842467188835144,0.7286979,0.2713020257651806,3
74,0.6996393,0.3003606736660004,0.7198076,0.2801923640072346,3
75,0.73807067,0.2619292676448822,0.7266098,0.27339012920856476,3
76,0.7193409,0.2806591510772705,0.7187478,0.2812521979212761,3
77,0.7465153,0.25348474383354186,0.7089669,0.29103313386440277,3
78,0.7314099,0.26859003901481626,0.7276753,0.2723247669637203,3
79,0.6943986,0.30560141801834106,0.7164968,0.2835031673312187,3
80,0.7767409,0.22325910329818727,0.7139291,0.28607089444994926,3
81,0.7747847,0.22521530389785765,0.7322139,0.2677861265838146,3
82,0.76168525,0.2383147656917572,0.73986614,0.26013384759426117,3
83,0.7279037,0.2720962643623352,0.7221055,0.2778945565223694,3
84,0.76046693,0.23953307271003724,0.75075465,0.249245323240757,3
85,0.7614775,0.23852256536483765,0.7258709,0.2741290293633938,3
86,0.7598449,0.24015505313873292,0.7393384,0.26066165417432785,3
87,0.76182395,0.2381760835647583,0.7245277,0.2754723094403744,3
88,0.77420104,0.2257988929748535,0.741786,0.25821395590901375,3
89,0.8182371,0.18176291584968568,0.73581254,0.26418739184737206,3
90,0.7789086,0.221091365814209,0.7326316,0.2673683948814869,3
91,0.766646,0.2333540678024292,0.74806434,0.2519356720149517,3
92,0.7608379,0.23916206359863282,0.7481025,0.25189752876758575,3
93,0.7831872,0.216812801361084,0.7378289,0.26217103376984596,3
94,0.7500404,0.2499596059322357,0.7511431,0.24885687977075577,3
95,0.7478503,0.2521496474742889,0.7362782,0.2637217305600643,3
96,0.7831251,0.21687490344047547,0.7458434,0.25415661931037903,3
97,0.7380858,0.26191422939300535,0.7181164,0.2818836234509945,3
98,0.6824464,0.31755353808403014,0.74627155,0.253728449344635,3
99,0.7606295,0.2393704831600189,0.7350323,0.2649676166474819,3
100,0.7350808,0.26491918563842776,0.74122137,0.2587786465883255,3
101,0.68984777,0.31015223264694214,0.74770474,0.2522953189909458,3
102,0.80738115,0.1926188588142395,0.7359539,0.2640460953116417,3
103,0.7763878,0.22361222505569459,0.7460375,0.2539624571800232,3
104,0.7811383,0.21886169910430908,0.74990535,0.250094685703516,3
105,0.79853517,0.20146485567092895,0.74988896,0.2501111552119255,3
106,0.77528846,0.2247115731239319,0.7481378,0.2518622353672981,3
107,0.7320477,0.2679523408412933,0.7512581,0.24874196201562881,3
108,0.7933309,0.20666911602020263,0.73169017,0.2683098651468754,3
109,0.80134946,0.1986505150794983,0.74454355,0.25545651093125343,3
110,0.7863097,0.21369025111198425,0.75025916,0.24974079057574272,3
111,0.7852358,0.21476417183876037,0.7657099,0.23429012298583984,3
112,0.76431054,0.2356894850730896,0.7576182,0.24238184094429016,3
113,0.7790753,0.22092469334602355,0.75247,0.2475300282239914,3
114,0.7298162,0.2701838195323944,0.76295865,0.23704137653112411,3
115,0.73868585,0.2613141775131226,0.7460277,0.2539723478257656,3
116,0.78731716,0.21268287897109986,0.7564654,0.2435346283018589,3
117,0.8104763,0.18952372670173645,0.76190734,0.23809261247515678,3
118,0.7515031,0.24849689602851868,0.7602478,0.23975208029150963,3
119,0.73589313,0.26410682797431945,0.7493108,0.25068915262818336,3
120,0.77739793,0.22260202765464782,0.7496409,0.25035909935832024,3
121,0.8447801,0.15521993041038512,0.74936527,0.25063471123576164,3
122,0.8006113,0.199388724565506,0.7634571,0.2365429848432541,3
123,0.8278204,0.17217955589294434,0.7508027,0.2491973377764225,3
124,0.74368966,0.256310361623764,0.76786816,0.2321319580078125,3
125,0.7675365,0.23246345520019532,0.7665521,0.23344796523451805,3
126,0.8090517,0.19094833135604858,0.7595742,0.24042582511901855,3
127,0.78282845,0.21717156171798707,0.76105803,0.2389419637620449,3
128,0.73836833,0.2616316854953766,0.7552954,0.24470458552241325,3
129,0.78913516,0.21086474657058715,0.750655,0.24934498965740204,3
130,0.7634476,0.23655243515968322,0.76512295,0.234877061098814,3
131,0.79279935,0.20720064043998718,0.76663023,0.23336974531412125,3
132,0.78897154,0.21102843284606934,0.7605028,0.23949719592928886,3
133,0.75723386,0.24276614785194398,0.763752,0.23624790832400322,3
134,0.84421426,0.15578585863113403,0.7498665,0.25013355910778046,3
135,0.84009254,0.159907466173172,0.7719241,0.22807594016194344,3
136,0.8208507,0.1791492760181427,0.76927906,0.23072097823023796,3
137,0.77365243,0.22634754180908204,0.7518519,0.2481481283903122,3
138,0.8214943,0.17850565910339355,0.7756963,0.2243037112057209,3
139,0.7539731,0.2460269510746002,0.76536524,0.23463475331664085,3
140,0.81975096,0.18024902939796447,0.77349967,0.22650033980607986,3
141,0.80642575,0.19357431530952454,0.76188457,0.23811547830700874,3
142,0.7916537,0.20834635496139525,0.7766531,0.22334687039256096,3
143,0.8253495,0.17465049028396606,0.72940916,0.2705908343195915,3
144,0.8396265,0.16037347316741943,0.7704569,0.22954308614134789,3
145,0.8018006,0.19819939136505127,0.7612892,0.23871083557605743,3
146,0.7211768,0.278823184967041,0.7823768,0.21762310713529587,3
147,0.77287894,0.2271210730075836,0.7770479,0.22295204550027847,3
148,0.7905605,0.20943952202796937,0.7666547,0.23334529250860214,3
149,0.8081325,0.19186742305755616,0.76857316,0.23142682760953903,3
150,0.7590703,0.2409297466278076,0.77258116,0.22741885110735893,3
151,0.7653683,0.2346316933631897,0.7631745,0.23682556673884392,3
152,0.8110137,0.18898628354072572,0.7565964,0.24340367317199707,3
153,0.7654983,0.23450174331665039,0.7584387,0.24156122654676437,3
154,0.8278114,0.1721885919570923,0.77119565,0.22880440205335617,3
155,0.8115674,0.18843261599540712,0.779283,0.22071703150868416,3
156,0.7559972,0.24400280714035033,0.76270306,0.2372969575226307,3
157,0.7847406,0.21525939106941222,0.7833214,0.2166786529123783,3
158,0.8068348,0.19316518902778626,0.76155996,0.23843997716903687,3
159,0.81815946,0.18184056878089905,0.77856785,0.2214321456849575,3
160,0.75714445,0.24285550117492677,0.7754692,0.22453081235289574,3
161,0.8323647,0.16763533353805543,0.78645724,0.21354273706674576,3
162,0.74019516,0.2598049283027649,0.76842946,0.23157047107815742,3
163,0.76091903,0.239080947637558,0.7854336,0.21456634625792503,3
164,0.7399827,0.26001724004745486,0.7591686,0.2408314198255539,3
165,0.7923444,0.20765565037727357,0.77657896,0.22342101857066154,3
166,0.78362465,0.21637524366378785,0.7809216,0.2190784439444542,3
167,0.7582388,0.2417612075805664,0.7787748,0.22122524306178093,3
168,0.8129597,0.18704035878181458,0.7801721,0.21982791274785995,3
169,0.78838485,0.21161514520645142,0.7875455,0.21245456114411354,3
170,0.8226818,0.1773182272911072,0.757114,0.2428860291838646,3
171,0.7874282,0.2125718355178833,0.7625422,0.2374577559530735,3
172,0.77223927,0.22776074409484864,0.75757134,0.24242865666747093,3
173,0.8264362,0.1735638439655304,0.746703,0.25329696759581566,3
174,0.8034298,0.19657024145126342,0.7723575,0.2276424765586853,3
175,0.78068846,0.2193114638328552,0.75909066,0.24090931937098503,3
176,0.7597879,0.2402121305465698,0.775474,0.22452595084905624,3
177,0.7563147,0.2436853229999542,0.7778648,0.22213522344827652,3
178,0.7897316,0.21026830673217772,0.73545444,0.2645454667508602,3
179,0.7806085,0.2193915903568268,0.7816439,0.21835611388087273,3
180,0.8415543,0.15844579339027404,0.7760986,0.22390129789710045,3
181,0.7958683,0.20413169264793396,0.7831176,0.21688246726989746,3
182,0.7656674,0.23433260917663573,0.78795755,0.21204254403710365,3
183,0.82251394,0.17748595476150514,0.7793125,0.22068748250603676,3
184,0.7976291,0.20237079858779908,0.7804143,0.21958573535084724,3
185,0.81136197,0.1886380136013031,0.78709346,0.21290653944015503,3
186,0.7979649,0.20203519463539124,0.77052885,0.22947119548916817,3
187,0.8136487,0.1863512396812439,0.7883361,0.21166379749774933,3
188,0.822748,0.17725196480751038,0.783508,0.21649202331900597,3
189,0.8295396,0.17046037316322327,0.77627605,0.22372401505708694,3
190,0.7545272,0.24547280073165895,0.7865437,0.2134561762213707,3
191,0.80485314,0.19514684081077577,0.77799726,0.22200267761945724,3
192,0.8718397,0.1281602144241333,0.7879169,0.21208303049206734,3
193,0.7983769,0.20162311792373658,0.7830523,0.21694762259721756,3
194,0.83683145,0.1631684720516205,0.78971463,0.2102852761745453,3
195,0.7966067,0.20339320302009584,0.7855981,0.21440181881189346,3
196,0.82527477,0.17472533583641053,0.7880807,0.21191931888461113,3
197,0.81336784,0.18663217425346373,0.7975347,0.20246529206633568,3
198,0.78259546,0.21740447282791137,0.7890172,0.2109827771782875,3
199,0.80524206,0.19475796818733215,0.7933085,0.2066914439201355,3
200,0.8145231,0.18547688126564027,0.77685386,0.22314612567424774,3
201,0.84006536,0.15993455648422242,0.79453635,0.20546362549066544,3
202,0.81716985,0.18283012509346008,0.7907938,0.2092062495648861,3
203,0.7741885,0.2258114993572235,0.793488,0.2065119370818138,3
204,0.82762223,0.17237776517868042,0.7977145,0.2022855393588543,3
205,0.7658731,0.23412688374519347,0.7913644,0.2086356244981289,3
206,0.8070283,0.1929717779159546,0.7905096,0.20949040353298187,3
207,0.82141274,0.17858718037605287,0.79441434,0.20558561012148857,3
208,0.7818591,0.21814082860946654,0.7939662,0.2060338668525219,3
209,0.8254099,0.1745900332927704,0.79551935,0.20448067411780357,3
210,0.87089527,0.12910475134849547,0.76288915,0.237110897898674,3
211,0.81450796,0.18549200892448425,0.79477596,0.20522398129105568,3
212,0.78820026,0.2117997646331787,0.79075,0.20924998074769974,3
213,0.8081175,0.1918825626373291,0.7925964,0.20740368962287903,3
214,0.8614887,0.1385112762451172,0.7710424,0.22895751520991325,3
215,0.80995893,0.19004108309745787,0.7955853,0.20441467314958572,3
216,0.81540215,0.18459789752960204,0.76454073,0.23545930907130241,3
217,0.77037555,0.22962448596954346,0.7921488,0.20785124972462654,3
218,0.7635994,0.2364006221294403,0.7878044,0.21219567209482193,3
219,0.78320974,0.2167902410030365,0.7763333,0.2236667275428772,3
220,0.7774104,0.22258964776992798,0.7856844,0.21431555971503258,3
221,0.85436374,0.14563632011413574,0.7896161,0.21038393676280975,3
222,0.8258871,0.17411286234855652,0.7783184,0.2216816060245037,3
223,0.83490545,0.16509451270103453,0.7899347,0.21006528660655022,3
224,0.79841155,0.2015884578227997,0.7756399,0.22435995191335678,3
225,0.7821375,0.21786256432533263,0.7882009,0.2117990218102932,3
226,0.82452554,0.17547449469566345,0.79235584,0.20764412358403206,3
227,0.8396636,0.16033649444580078,0.79491854,0.20508146286010742,3
228,0.79210055,0.2078993797302246,0.7691626,0.230837382376194,3
229,0.8195615,0.1804385244846344,0.79071265,0.2092873379588127,3
230,0.80431783,0.1956820785999298,0.7814902,0.2185097560286522,3
231,0.76916283,0.23083717823028566,0.7853884,0.21461153402924538,3
232,0.7837926,0.21620739102363587,0.7906822,0.2093179188668728,3
233,0.80568343,0.19431662559509277,0.78182,0.21817995980381966,3
234,0.8509799,0.14902012348175048,0.7943289,0.20567100122570992,3
235,0.8188797,0.18112027645111084,0.7959811,0.20401882380247116,3
236,0.82047766,0.1795222818851471,0.7959629,0.20403709262609482,3
237,0.82626563,0.17373431324958802,0.7864693,0.21353073045611382,3
238,0.81495494,0.18504504561424256,0.7908125,0.20918752998113632,3
239,0.758921,0.24107908010482787,0.7823194,0.21768063679337502,3
240,0.814713,0.18528700470924378,0.76577836,0.2342216782271862,3
241,0.77171195,0.22828795313835143,0.7941836,0.2058163695037365,3
242,0.8194073,0.1805926501750946,0.7918434,0.20815657079219818,3
243,0.82765895,0.17234105467796326,0.7882711,0.21172887459397316,3
244,0.81816196,0.1818379580974579,0.7836705,0.2163296416401863,3
245,0.82969284,0.1703071415424347,0.79370135,0.20629872381687164,3
246,0.81811273,0.18188729286193847,0.7789842,0.22101588174700737,3
247,0.8013338,0.19866618514060974,0.79967207,0.20032791793346405,3
248,0.80577457,0.19422539472579955,0.7913338,0.20866622030735016,3
249,0.8083866,0.19161337614059448,0.7960251,0.20397492498159409,3
250,0.84123385,0.1587661862373352,0.79778904,0.2022109366953373,3
251,0.80723727,0.19276275038719176,0.78484344,0.21515654399991035,3
252,0.80487317,0.19512674808502198,0.7953697,0.2046302780508995,3
253,0.82212865,0.17787129878997804,0.77485454,0.22514544427394867,3
254,0.8261744,0.1738257050514221,0.78729224,0.2127077467739582,3
255,0.81988966,0.1801104485988617,0.790567,0.2094329483807087,3
256,0.78974223,0.21025778651237487,0.79236394,0.2076360508799553,3
257,0.79366964,0.20633033514022828,0.79610556,0.2038944773375988,3
258,0.8360033,0.163996684551239,0.7995194,0.2004806585609913,3
259,0.79616636,0.20383368134498597,0.79235464,0.20764530822634697,3
260,0.8423606,0.15763942003250123,0.7942314,0.20576856285333633,3
261,0.836119,0.1638810396194458,0.7985708,0.20142914727330208,3
262,0.8262779,0.1737220585346222,0.76396006,0.23603997752070427,3
263,0.7740156,0.22598437070846558,0.80310994,0.19689001888036728,3
264,0.8252314,0.17476859092712402,0.797642,0.20235805585980415,3
265,0.82858145,0.1714185118675232,0.7947956,0.20520437508821487,3
266,0.8389942,0.1610058307647705,0.7973403,0.20265967398881912,3
267,0.81480056,0.18519942164421083,0.7913534,0.20864667370915413,3
268,0.83405703,0.16594290137290954,0.79835206,0.20164793357253075,3
269,0.8558327,0.1441673219203949,0.79376876,0.20623117312788963,3
270,0.7932824,0.2067176103591919,0.7985783,0.2014215998351574,3
271,0.8079835,0.19201655983924865,0.7914043,0.2085956260561943,3
272,0.7767037,0.22329624891281127,0.7974328,0.20256725326180458,3
273,0.80767137,0.1923286259174347,0.7981762,0.20182384178042412,3
274,0.80398524,0.19601473212242126,0.7848687,0.21513138711452484,3
275,0.80221415,0.197785884141922,0.7953231,0.20467688888311386,3
276,0.80915654,0.1908434510231018,0.7926252,0.20737481862306595,3
277,0.80337286,0.19662710428237914,0.7947937,0.20520633459091187,3
278,0.8122724,0.18772754669189454,0.78359276,0.21640732139348984,3
279,0.78194267,0.21805741190910338,0.7954247,0.2045753225684166,3
280,0.82394207,0.17605788707733155,0.7964521,0.20354793593287468,3
281,0.80958,0.19042001366615297,0.80119485,0.19880512356758118,3
282,0.8179552,0.18204478025436402,0.7779647,0.22203518822789192,3
283,0.8090806,0.19091939330101013,0.7977956,0.20220442861318588,3
284,0.82518023,0.1748197853565216,0.78090745,0.21909253299236298,3
285,0.8269359,0.1730641484260559,0.7987888,0.20121118798851967,3
286,0.8058891,0.19411094188690187,0.8001991,0.19980088248848915,3
287,0.81063855,0.18936141729354858,0.7842969,0.2157030776143074,3
288,0.82785624,0.17214377522468566,0.79283184,0.20716819539666176,3
289,0.81028336,0.18971664905548097,0.79445493,0.20554504916071892,3
290,0.8533859,0.14661402702331544,0.7967597,0.20324022322893143,3
291,0.78757584,0.21242416501045228,0.7925441,0.20745590329170227,3
292,0.8361702,0.16382986903190613,0.7898169,0.21018314361572266,3
293,0.83577955,0.16422051191329956,0.8051624,0.19483760371804237,3
294,0.8296243,0.17037565708160402,0.79529923,0.20470067858695984,3
295,0.8384101,0.1615898847579956,0.8002795,0.19972054287791252,3
296,0.8349854,0.16501461267471312,0.7947874,0.20521260797977448,3
297,0.8007824,0.19921756386756898,0.79811364,0.2018863521516323,3
298,0.81813544,0.18186452388763427,0.7991459,0.20085414126515388,3
299,0.83449155,0.16550843715667723,0.7876318,0.2123681791126728,3
0,0.3462812,0.6537187814712524,0.34549183,0.654508214443922,4
1,0.34667295,0.6533270239830017,0.3529952,0.6470048427581787,4
2,0.35728055,0.642719441652298,0.3648277,0.6351723037660122,4
3,0.3729377,0.6270622670650482,0.3814522,0.6185477711260319,4
4,0.38986877,0.6101312637329102,0.4020148,0.597985215485096,4
5,0.41261235,0.5873876094818116,0.42496538,0.575034610927105,4
6,0.43619022,0.5638097703456879,0.44772017,0.5522798411548138,4
7,0.455443,0.5445569932460785,0.46653843,0.5334615372121334,4
8,0.47666883,0.5233311533927918,0.4854394,0.5145606324076653,4
9,0.4891327,0.5108672916889191,0.49849445,0.501505509018898,4
10,0.50830215,0.4916977882385254,0.51096773,0.4890322908759117,4
11,0.5237404,0.4762596130371094,0.5238999,0.4761001095175743,4
12,0.5163316,0.4836683690547943,0.53281856,0.4671814776957035,4
13,0.5278203,0.47217966318130494,0.54007936,0.4599206820130348,4
14,0.5383588,0.46164120435714723,0.5485947,0.4514053091406822,4
15,0.59761417,0.40238580107688904,0.5595195,0.44048045948147774,4
16,0.5589946,0.4410054266452789,0.5655358,0.43446413055062294,4
17,0.5908973,0.40910271406173704,0.5757815,0.4242185279726982,4
18,0.5900063,0.40999370217323305,0.5775954,0.4224046319723129,4
19,0.609985,0.3900149703025818,0.59371483,0.4062851071357727,4
20,0.6009608,0.3990391969680786,0.593244,0.4067560024559498,4
21,0.6065582,0.3934417724609375,0.59018815,0.4098118767142296,4
22,0.6656897,0.33431028127670287,0.61216956,0.387830451130867,4
23,0.55794704,0.44205297231674195,0.60900456,0.3909953907132149,4
24,0.67146534,0.3285346746444702,0.62034345,0.3796565644443035,4
25,0.6045911,0.39540892243385317,0.6281795,0.37182043865323067,4
26,0.72391474,0.2760853350162506,0.6460848,0.35391518101096153,4
27,0.6408928,0.35910720825195314,0.6392767,0.3607233464717865,4
28,0.6733646,0.32663537859916686,0.6533237,0.3466763086616993,4
29,0.68565166,0.3143483877182007,0.65544766,0.3445523865520954,4
30,0.64368105,0.35631895065307617,0.65925324,0.3407466970384121,4
31,0.7206845,0.27931550741195676,0.643098,0.35690197721123695,4
32,0.6642298,0.3357702374458313,0.6634363,0.33656366541981697,4
33,0.73059165,0.2694083213806152,0.6425545,0.35744549706578255,4
34,0.7692288,0.23077116012573243,0.6706802,0.3293197490274906,4
35,0.65690595,0.3430940568447113,0.6745428,0.32545727491378784,4
36,0.6790749,0.32092511653900146,0.67189974,0.32810021936893463,4
37,0.7151236,0.2848763942718506,0.68004626,0.31995370239019394,4
38,0.7272784,0.27272157073020936,0.6752,0.3248000033199787,4
39,0.6971078,0.3028922140598297,0.6898227,0.3101773373782635,4
40,0.65711373,0.3428862035274506,0.686239,0.31376104801893234,4
41,0.76141995,0.2385800302028656,0.67875695,0.3212430365383625,4
42,0.6974126,0.3025874555110931,0.6885131,0.3114868141710758,4
43,0.67707396,0.32292609810829165,0.68458116,0.3154187612235546,4
44,0.75118077,0.24881915450096131,0.6983366,0.3016633726656437,4
45,0.68419325,0.3158068060874939,0.70795745,0.2920425273478031,4
46,0.6568287,0.3431712746620178,0.6971753,0.3028246611356735,4
47,0.7255899,0.27441014647483825,0.6765342,0.32346584275364876,4
48,0.7210933,0.2789067327976227,0.70008814,0.29991183429956436,4
49,0.7304245,0.2695755124092102,0.7046817,0.2953183203935623,4
50,0.73028404,0.26971598863601687,0.70532876,0.29467128217220306,4
51,0.78286576,0.21713427901268006,0.7011861,0.2988138943910599,4
52,0.7368584,0.26314159035682677,0.7060564,0.2939436323940754,4
53,0.77499413,0.22500590085983277,0.6913583,0.3086416982114315,4
54,0.7326804,0.2673196315765381,0.70663893,0.2933610714972019,4
55,0.7845143,0.21548566818237305,0.7109463,0.28905369713902473,4
56,0.7674761,0.23252391219139099,0.7139078,0.2860921807587147,4
57,0.78052926,0.21947075724601744,0.7061248,0.29387523233890533,4
58,0.7594972,0.24050272703170777,0.6857533,0.31424667686223984,4
59,0.73220545,0.26779457926750183,0.7090302,0.2909698113799095,4
60,0.655042,0.3449580490589142,0.7198916,0.2801083214581013,4
61,0.7072314,0.2927685797214508,0.7063631,0.293636929243803,4
62,0.7555048,0.24449521899223328,0.6971329,0.3028670661151409,4
63,0.75281703,0.2471828818321228,0.69614524,0.3038547597825527,4
64,0.7121344,0.2878656029701233,0.7148692,0.28513071686029434,4
65,0.76039624,0.2396036922931671,0.69439656,0.3056035004556179,4
66,0.7512778,0.24872214794158937,0.7159994,0.28400054574012756,4
67,0.7278755,0.272124582529068,0.70609874,0.2939012013375759,4
68,0.7499468,0.2500532031059265,0.7153144,0.284685630351305,4
69,0.7571318,0.24286819696426393,0.71001434,0.28998563066124916,4
70,0.77037466,0.2296254515647888,0.7222024,0.27779751271009445,4
71,0.7884091,0.21159082055091857,0.7275038,0.27249620482325554,4
72,0.7886034,0.21139654517173767,0.70525473,0.29474522545933723,4
73,0.786309,0.21369101405143737,0.71382356,0.2861764207482338,4
74,0.8022417,0.19775822758674622,0.72026825,0.27973174676299095,4
75,0.7964221,0.2035779118537903,0.70472187,0.2952780947089195,4
